"id","vote_id","voting_choice_id","alternative_ordinal","create_time","update_time"
"958","508","2","1","2018-06-15 16:43:19","2018-06-15 16:43:19"
"959","508","4","0","2018-06-15 16:43:19","2018-06-15 16:43:19"
"960","509","5","1","2018-06-15 17:00:49","2018-06-15 17:00:49"
"961","509","2","0","2018-06-15 17:00:49","2018-06-15 17:00:49"
"962","510","2","0","2018-06-15 18:40:45","2018-06-15 18:40:45"
"963","510","6","1","2018-06-15 18:40:45","2018-06-15 18:40:45"
"964","511","2","0","2018-06-15 19:05:13","2018-06-15 19:05:13"
"965","511","4","1","2018-06-15 19:05:13","2018-06-15 19:05:13"
"966","512","2","0","2018-06-15 19:52:08","2018-06-15 19:52:08"
"967","513","6","0","2018-06-15 20:30:22","2018-06-15 20:30:22"
"968","513","5","1","2018-06-15 20:30:22","2018-06-15 20:30:22"
"969","514","2","0","2018-06-15 23:47:21","2018-06-15 23:47:21"
"970","514","6","1","2018-06-15 23:47:21","2018-06-15 23:47:21"
"971","515","2","1","2018-06-16 01:06:47","2018-06-16 01:06:47"
"972","515","6","0","2018-06-16 01:06:47","2018-06-16 01:06:47"
"973","516","4","1","2018-06-16 02:23:22","2018-06-16 02:23:22"
"974","516","6","0","2018-06-16 02:23:22","2018-06-16 02:23:22"
"975","517","3","1","2018-06-16 03:10:08","2018-06-16 03:10:08"
"976","517","2","0","2018-06-16 03:10:08","2018-06-16 03:10:08"
"977","518","6","1","2018-06-16 03:27:27","2018-06-16 03:27:27"
"978","518","2","0","2018-06-16 03:27:27","2018-06-16 03:27:27"
"979","519","3","1","2018-06-16 06:40:56","2018-06-16 06:40:56"
"980","519","2","0","2018-06-16 06:40:56","2018-06-16 06:40:56"
"981","520","4","1","2018-06-16 11:46:27","2018-06-16 11:46:27"
"982","520","6","0","2018-06-16 11:46:27","2018-06-16 11:46:27"
"983","521","6","1","2018-06-16 12:23:46","2018-06-16 12:23:46"
"984","521","5","0","2018-06-16 12:23:46","2018-06-16 12:23:46"
"985","522","5","1","2018-06-16 13:09:45","2018-06-16 13:09:45"
"986","522","2","0","2018-06-16 13:09:45","2018-06-16 13:09:45"
"987","523","2","0","2018-06-16 14:43:38","2018-06-16 14:43:38"
"988","523","3","1","2018-06-16 14:43:38","2018-06-16 14:43:38"
"989","524","6","0","2018-06-16 15:12:21","2018-06-16 15:12:21"
"990","524","4","1","2018-06-16 15:12:21","2018-06-16 15:12:21"
"991","525","2","1","2018-06-16 19:15:31","2018-06-16 19:15:31"
"992","525","4","0","2018-06-16 19:15:31","2018-06-16 19:15:31"
"993","526","6","0","2018-06-16 20:05:08","2018-06-16 20:05:08"
"994","527","4","1","2018-06-16 21:59:52","2018-06-16 21:59:52"
"995","527","2","0","2018-06-16 21:59:52","2018-06-16 21:59:52"
"996","528","4","1","2018-06-16 22:11:06","2018-06-16 22:11:06"
"997","528","6","0","2018-06-16 22:11:06","2018-06-16 22:11:06"
"998","529","5","0","2018-06-16 23:32:27","2018-06-16 23:32:27"
"999","529","2","1","2018-06-16 23:32:27","2018-06-16 23:32:27"
"1000","530","6","1","2018-06-17 03:23:17","2018-06-17 03:23:17"
"1001","530","3","0","2018-06-17 03:23:17","2018-06-17 03:23:17"
"1002","531","5","0","2018-06-17 07:53:31","2018-06-17 07:53:31"
"1003","531","2","1","2018-06-17 07:53:31","2018-06-17 07:53:31"
"1004","532","4","0","2018-06-17 10:21:17","2018-06-17 10:21:17"
"1005","533","6","0","2018-06-17 10:29:08","2018-06-17 10:29:08"
"1006","533","4","1","2018-06-17 10:29:08","2018-06-17 10:29:08"
"1007","534","5","0","2018-06-17 11:31:55","2018-06-17 11:31:55"
"1008","534","6","1","2018-06-17 11:31:55","2018-06-17 11:31:55"
"1009","535","4","0","2018-06-17 12:32:10","2018-06-17 12:32:10"
"1010","535","5","1","2018-06-17 12:32:10","2018-06-17 12:32:10"
"1011","536","5","0","2018-06-17 15:14:31","2018-06-17 15:14:31"
"1012","536","6","1","2018-06-17 15:14:31","2018-06-17 15:14:31"
"1013","537","2","0","2018-06-17 16:57:12","2018-06-17 16:57:12"
"1014","537","6","1","2018-06-17 16:57:12","2018-06-17 16:57:12"
"1015","538","2","1","2018-06-17 17:34:39","2018-06-17 17:34:39"
"1016","538","5","0","2018-06-17 17:34:39","2018-06-17 17:34:39"
"1017","539","6","0","2018-06-17 17:54:37","2018-06-17 17:54:37"
"1018","539","4","1","2018-06-17 17:54:37","2018-06-17 17:54:37"
"1019","540","2","0","2018-06-17 18:21:56","2018-06-17 18:21:56"
"1020","540","5","1","2018-06-17 18:21:56","2018-06-17 18:21:56"
"1021","541","6","0","2018-06-17 19:26:03","2018-06-17 19:26:03"
"1022","541","4","1","2018-06-17 19:26:03","2018-06-17 19:26:03"
"1023","542","5","0","2018-06-17 19:57:46","2018-06-17 19:57:46"
"1024","542","2","1","2018-06-17 19:57:46","2018-06-17 19:57:46"
"1025","543","4","0","2018-06-17 21:56:35","2018-06-17 21:56:35"
"1026","543","6","1","2018-06-17 21:56:35","2018-06-17 21:56:35"
"1027","544","6","1","2018-06-17 21:57:44","2018-06-17 21:57:44"
"1028","544","2","0","2018-06-17 21:57:44","2018-06-17 21:57:44"
"1029","545","4","1","2018-06-17 22:36:27","2018-06-17 22:36:27"
"1030","545","6","0","2018-06-17 22:36:27","2018-06-17 22:36:27"
"1031","546","4","0","2018-06-18 02:01:37","2018-06-18 02:01:37"
"1032","546","5","1","2018-06-18 02:01:37","2018-06-18 02:01:37"
"1033","547","6","1","2018-06-18 02:41:32","2018-06-18 02:41:32"
"1034","547","4","0","2018-06-18 02:41:32","2018-06-18 02:41:32"
"1035","548","4","1","2018-06-18 03:33:40","2018-06-18 03:33:40"
"1036","548","6","0","2018-06-18 03:33:40","2018-06-18 03:33:40"
"1037","549","2","0","2018-06-18 04:34:44","2018-06-18 04:34:44"
"1038","549","4","1","2018-06-18 04:34:44","2018-06-18 04:34:44"
"1039","550","6","1","2018-06-18 07:58:19","2018-06-18 07:58:19"
"1040","550","5","0","2018-06-18 07:58:19","2018-06-18 07:58:19"
"1041","551","6","0","2018-06-18 08:45:20","2018-06-18 08:45:20"
"1042","551","4","1","2018-06-18 08:45:20","2018-06-18 08:45:20"
"1043","552","4","0","2018-06-18 09:15:05","2018-06-18 09:15:05"
"1044","552","2","1","2018-06-18 09:15:05","2018-06-18 09:15:05"
"1045","553","5","1","2018-06-18 10:50:19","2018-06-18 10:50:19"
"1046","553","6","0","2018-06-18 10:50:19","2018-06-18 10:50:19"
"1047","554","6","0","2018-06-18 12:06:36","2018-06-18 12:06:36"
"1048","554","2","1","2018-06-18 12:06:36","2018-06-18 12:06:36"
"1049","555","4","1","2018-06-18 13:13:46","2018-06-18 13:13:46"
"1050","555","2","0","2018-06-18 13:13:46","2018-06-18 13:13:46"
"1051","556","4","0","2018-06-18 13:54:28","2018-06-18 13:54:28"
"1052","556","2","1","2018-06-18 13:54:28","2018-06-18 13:54:28"
"1053","557","2","0","2018-06-18 15:13:19","2018-06-18 15:13:19"
"1054","557","5","1","2018-06-18 15:13:19","2018-06-18 15:13:19"
"1055","558","4","0","2018-06-18 15:34:22","2018-06-18 15:34:22"
"1056","558","2","1","2018-06-18 15:34:22","2018-06-18 15:34:22"
"1057","559","4","0","2018-06-18 16:46:15","2018-06-18 16:46:15"
"1058","559","6","1","2018-06-18 16:46:15","2018-06-18 16:46:15"
"1059","560","6","0","2018-06-18 19:30:32","2018-06-18 19:30:32"
"1060","560","4","1","2018-06-18 19:30:32","2018-06-18 19:30:32"
"1061","561","6","0","2018-06-18 19:36:25","2018-06-18 19:36:25"
"1062","561","5","1","2018-06-18 19:36:25","2018-06-18 19:36:25"
"1063","562","5","0","2018-06-18 21:30:46","2018-06-18 21:30:46"
"1064","562","6","1","2018-06-18 21:30:46","2018-06-18 21:30:46"
"1065","563","2","0","2018-06-18 22:10:12","2018-06-18 22:10:12"
"1066","563","3","1","2018-06-18 22:10:12","2018-06-18 22:10:12"
"1067","564","4","1","2018-06-18 23:51:09","2018-06-18 23:51:09"
"1068","564","5","0","2018-06-18 23:51:09","2018-06-18 23:51:09"
"1069","565","2","0","2018-06-19 01:13:48","2018-06-19 01:13:48"
"1070","566","6","0","2018-06-19 01:33:06","2018-06-19 01:33:06"
"1071","566","2","1","2018-06-19 01:33:06","2018-06-19 01:33:06"
"1072","567","2","0","2018-06-19 04:55:15","2018-06-19 04:55:15"
"1073","567","3","1","2018-06-19 04:55:15","2018-06-19 04:55:15"
"1074","568","2","0","2018-06-19 04:58:37","2018-06-19 04:58:37"
"1075","568","4","1","2018-06-19 04:58:37","2018-06-19 04:58:37"
"1076","569","4","0","2018-06-19 06:53:57","2018-06-19 06:53:57"
"1077","569","6","1","2018-06-19 06:53:57","2018-06-19 06:53:57"
"1078","570","6","0","2018-06-19 09:39:35","2018-06-19 09:39:35"
"1079","570","4","1","2018-06-19 09:39:35","2018-06-19 09:39:35"
"1080","571","6","0","2018-06-19 11:40:54","2018-06-19 11:40:54"
"1081","571","5","1","2018-06-19 11:40:54","2018-06-19 11:40:54"
"1082","572","2","1","2018-06-19 11:41:50","2018-06-19 11:41:50"
"1083","572","6","0","2018-06-19 11:41:50","2018-06-19 11:41:50"
"1084","573","6","1","2018-06-19 15:40:33","2018-06-19 15:40:33"
"1085","573","3","0","2018-06-19 15:40:33","2018-06-19 15:40:33"
"1086","574","4","1","2018-06-19 17:12:32","2018-06-19 17:12:32"
"1087","574","6","0","2018-06-19 17:12:32","2018-06-19 17:12:32"
"1088","575","3","1","2018-06-19 18:31:09","2018-06-19 18:31:09"
"1089","575","5","0","2018-06-19 18:31:09","2018-06-19 18:31:09"
"1090","576","2","0","2018-06-19 20:37:25","2018-06-19 20:37:25"
"1091","576","4","1","2018-06-19 20:37:25","2018-06-19 20:37:25"
"1092","577","6","0","2018-06-19 22:32:39","2018-06-19 22:32:39"
"1093","577","2","1","2018-06-19 22:32:39","2018-06-19 22:32:39"
"1094","578","6","0","2018-06-19 23:15:17","2018-06-19 23:15:17"
"1095","578","5","1","2018-06-19 23:15:17","2018-06-19 23:15:17"
"1096","579","6","1","2018-06-19 23:24:38","2018-06-19 23:24:38"
"1097","579","4","0","2018-06-19 23:24:38","2018-06-19 23:24:38"
"1098","580","5","0","2018-06-20 01:45:15","2018-06-20 01:45:15"
"1099","580","2","1","2018-06-20 01:45:15","2018-06-20 01:45:15"
"1100","581","6","0","2018-06-20 02:50:43","2018-06-20 02:50:43"
"1101","581","5","1","2018-06-20 02:50:43","2018-06-20 02:50:43"
"1102","582","2","1","2018-06-20 03:23:39","2018-06-20 03:23:39"
"1103","582","4","0","2018-06-20 03:23:39","2018-06-20 03:23:39"
"1104","583","3","1","2018-06-20 12:49:54","2018-06-20 12:49:54"
"1105","583","6","0","2018-06-20 12:49:54","2018-06-20 12:49:54"
"1106","584","6","0","2018-06-20 13:43:29","2018-06-20 13:43:29"
"1107","584","4","1","2018-06-20 13:43:29","2018-06-20 13:43:29"
"1108","585","4","0","2018-06-20 19:04:23","2018-06-20 19:04:23"
"1109","585","6","1","2018-06-20 19:04:23","2018-06-20 19:04:23"
"1110","586","4","1","2018-06-20 19:27:26","2018-06-20 19:27:26"
"1111","586","3","0","2018-06-20 19:27:26","2018-06-20 19:27:26"
"1112","587","2","0","2018-06-20 21:38:05","2018-06-20 21:38:05"
"1113","587","6","1","2018-06-20 21:38:05","2018-06-20 21:38:05"
"1114","588","6","0","2018-06-21 05:54:20","2018-06-21 05:54:20"
"1115","588","4","1","2018-06-21 05:54:20","2018-06-21 05:54:20"
"1116","589","4","1","2018-06-21 07:25:50","2018-06-21 07:25:50"
"1117","589","6","0","2018-06-21 07:25:50","2018-06-21 07:25:50"
"1118","590","4","0","2018-06-21 07:47:03","2018-06-21 07:47:03"
"1119","590","2","1","2018-06-21 07:47:03","2018-06-21 07:47:03"
"1120","591","6","0","2018-06-21 09:23:34","2018-06-21 09:23:34"
"1121","591","4","1","2018-06-21 09:23:34","2018-06-21 09:23:34"
"1122","592","6","0","2018-06-21 09:42:39","2018-06-21 09:42:39"
"1123","592","4","1","2018-06-21 09:42:39","2018-06-21 09:42:39"
"1124","593","5","1","2018-06-21 10:04:45","2018-06-21 10:04:45"
"1125","593","4","0","2018-06-21 10:04:45","2018-06-21 10:04:45"
"1126","594","4","0","2018-06-21 10:06:07","2018-06-21 10:06:07"
"1127","594","5","1","2018-06-21 10:06:07","2018-06-21 10:06:07"
"1128","595","2","0","2018-06-21 11:14:23","2018-06-21 11:14:23"
"1129","595","4","1","2018-06-21 11:14:23","2018-06-21 11:14:23"
"1130","596","6","1","2018-06-21 11:45:12","2018-06-21 11:45:12"
"1131","596","5","0","2018-06-21 11:45:12","2018-06-21 11:45:12"
"1132","597","5","0","2018-06-21 12:28:54","2018-06-21 12:28:54"
"1133","597","3","1","2018-06-21 12:28:54","2018-06-21 12:28:54"
"1134","598","4","0","2018-06-21 14:40:05","2018-06-21 14:40:05"
"1135","598","5","1","2018-06-21 14:40:05","2018-06-21 14:40:05"
"1136","599","5","0","2018-06-21 16:44:47","2018-06-21 16:44:47"
"1137","599","2","1","2018-06-21 16:44:47","2018-06-21 16:44:47"
"1138","600","6","0","2018-06-21 18:02:23","2018-06-21 18:02:23"
"1139","600","3","1","2018-06-21 18:02:23","2018-06-21 18:02:23"
"1140","602","4","1","2018-06-21 20:26:04","2018-06-21 20:26:04"
"1141","602","6","0","2018-06-21 20:26:04","2018-06-21 20:26:04"
"1142","603","6","0","2018-06-21 21:29:06","2018-06-21 21:29:06"
"1143","603","5","1","2018-06-21 21:29:06","2018-06-21 21:29:06"
"1144","604","5","0","2018-06-21 22:07:42","2018-06-21 22:07:42"
"1145","604","4","1","2018-06-21 22:07:42","2018-06-21 22:07:42"
"1146","605","3","1","2018-06-21 22:15:51","2018-06-21 22:15:51"
"1147","605","5","0","2018-06-21 22:15:51","2018-06-21 22:15:51"
"1148","606","4","0","2018-06-21 22:41:44","2018-06-21 22:41:44"
"1149","606","5","1","2018-06-21 22:41:44","2018-06-21 22:41:44"
"1150","607","4","0","2018-06-22 09:22:28","2018-06-22 09:22:28"
"1151","607","5","1","2018-06-22 09:22:28","2018-06-22 09:22:28"
"1152","608","2","1","2018-06-22 16:03:15","2018-06-22 16:03:15"
"1153","608","4","0","2018-06-22 16:03:15","2018-06-22 16:03:15"
"1154","609","2","0","2018-06-22 16:28:26","2018-06-22 16:28:26"
"1155","609","5","1","2018-06-22 16:28:26","2018-06-22 16:28:26"
"1156","610","6","1","2018-06-22 17:30:16","2018-06-22 17:30:16"
"1157","610","2","0","2018-06-22 17:30:16","2018-06-22 17:30:16"
"1158","611","6","1","2018-06-22 18:35:13","2018-06-22 18:35:13"
"1159","611","5","0","2018-06-22 18:35:13","2018-06-22 18:35:13"
"1160","612","6","1","2018-06-22 19:05:02","2018-06-22 19:05:02"
"1161","612","3","0","2018-06-22 19:05:02","2018-06-22 19:05:02"
"1162","613","4","1","2018-06-22 19:15:26","2018-06-22 19:15:26"
"1163","613","6","0","2018-06-22 19:15:26","2018-06-22 19:15:26"
"1164","614","6","1","2018-06-22 19:33:50","2018-06-22 19:33:50"
"1165","614","5","0","2018-06-22 19:33:50","2018-06-22 19:33:50"
"1166","615","2","0","2018-06-22 20:10:58","2018-06-22 20:10:58"
"1167","616","5","0","2018-06-22 22:01:12","2018-06-22 22:01:12"
"1168","617","4","0","2018-06-23 00:35:02","2018-06-23 00:35:02"
"1169","617","6","1","2018-06-23 00:35:02","2018-06-23 00:35:02"
"1170","618","2","0","2018-06-23 06:37:32","2018-06-23 06:37:32"
"1171","618","3","1","2018-06-23 06:37:32","2018-06-23 06:37:32"
"1172","619","5","0","2018-06-23 07:00:16","2018-06-23 07:00:16"
"1173","619","6","1","2018-06-23 07:00:16","2018-06-23 07:00:16"
"1174","620","6","0","2018-06-23 12:01:12","2018-06-23 12:01:12"
"1175","620","4","1","2018-06-23 12:01:12","2018-06-23 12:01:12"
"1176","621","5","0","2018-06-23 18:14:47","2018-06-23 18:14:47"
"1177","621","6","1","2018-06-23 18:14:47","2018-06-23 18:14:47"
"1178","622","6","0","2018-06-23 18:45:41","2018-06-23 18:45:41"
"1179","622","2","1","2018-06-23 18:45:41","2018-06-23 18:45:41"
"1180","623","2","0","2018-06-23 19:43:39","2018-06-23 19:43:39"
"1181","623","3","1","2018-06-23 19:43:39","2018-06-23 19:43:39"
"1182","624","2","0","2018-06-23 20:31:01","2018-06-23 20:31:01"
"1183","624","6","1","2018-06-23 20:31:01","2018-06-23 20:31:01"
"1184","625","2","0","2018-06-23 21:31:42","2018-06-23 21:31:42"
"1185","625","4","1","2018-06-23 21:31:42","2018-06-23 21:31:42"
"1186","626","6","0","2018-06-23 23:01:22","2018-06-23 23:01:22"
"1187","626","4","1","2018-06-23 23:01:22","2018-06-23 23:01:22"
"1188","627","3","1","2018-06-24 05:35:29","2018-06-24 05:35:29"
"1189","627","2","0","2018-06-24 05:35:29","2018-06-24 05:35:29"
"1190","628","2","1","2018-06-24 06:29:53","2018-06-24 06:29:53"
"1191","628","4","0","2018-06-24 06:29:53","2018-06-24 06:29:53"
"1192","629","4","0","2018-06-24 11:30:49","2018-06-24 11:30:49"
"1193","629","2","1","2018-06-24 11:30:49","2018-06-24 11:30:49"
"1194","630","2","0","2018-06-24 12:11:10","2018-06-24 12:11:10"
"1195","630","5","1","2018-06-24 12:11:10","2018-06-24 12:11:10"
"1196","631","2","0","2018-06-24 13:31:16","2018-06-24 13:31:16"
"1197","631","3","1","2018-06-24 13:31:16","2018-06-24 13:31:16"
"1198","632","4","0","2018-06-24 17:29:02","2018-06-24 17:29:02"
"1199","632","6","1","2018-06-24 17:29:02","2018-06-24 17:29:02"
"1200","633","6","0","2018-06-24 17:47:34","2018-06-24 17:47:34"
"1201","633","4","1","2018-06-24 17:47:34","2018-06-24 17:47:34"
"1202","634","6","0","2018-06-24 20:04:56","2018-06-24 20:04:56"
"1203","634","5","1","2018-06-24 20:04:56","2018-06-24 20:04:56"
"1204","635","2","0","2018-06-24 20:24:27","2018-06-24 20:24:27"
"1205","635","3","1","2018-06-24 20:24:27","2018-06-24 20:24:27"
"1206","636","6","0","2018-06-24 20:44:22","2018-06-24 20:44:22"
"1207","636","2","1","2018-06-24 20:44:22","2018-06-24 20:44:22"
"1208","637","4","1","2018-06-24 21:26:22","2018-06-24 21:26:22"
"1209","637","5","0","2018-06-24 21:26:22","2018-06-24 21:26:22"
